total_parameters,trainable_parameters,model_size_mb_fp32,measured_s_per_step_calibration_a,measured_s_per_step_calibration_b,mean_s_per_step_actual,samples_per_step,samples_per_second,gpu_peak_memory_gb,n_primary_runs_completed,n_secondary_runs_completed,stretch_check_completed,total_notebook_wall_time_hours
821504,821504,3.286016,0.03878054261207581,0.048038450479507444,0.03714926289100141,1024,27564.476932005062,1.27199744,96,48,False,3.2378249123361376
