window_fraction,auroc,n_runs,auroc_ci_low,auroc_ci_high
0.1,0.6998394863563403,96,0.5679122372193025,0.8296352773319066
0.2,0.6998394863563402,96,0.5828877005347594,0.8174541835187057
0.3,0.7608346709470306,96,0.6526155053827751,0.8615384615384615
